,Record,Title,Cover Image Link,Author,Publisher,Date,Price,Pages,Binding,Tag,Publication Type,Note,microsoft,google_vit,oschamp,wd14
494,58004,"Famous Fantastic Mysteries, August 1949",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_194908.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1949-08-00,$0.25,132,pulp,FAMFANMYSAUG1949,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58038"">Jun. 1949</a>&#8592;Aug. 1949&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58056"">Oct. 1949</a><br/>
<!--isfdb specific-->
Vol. 10, No. 6.<br>The editor is not credited by Day and Ashley credit Gnaedinger.<br>Lawrence and Bok are credited as the interior artists on the table of contents. Bok signs one work and another is clearly in his style.",comic book,"comic book, book jacket, dust cover, dust jacket, dust wrapper","art_nouveau, expressionism, post_impressionism, surrealism, romanticism","1girl, solo, breasts, dress, flower, brown hair, brown eyes, realistic, retro artstyle, jewelry, cover, earrings, lipstick, white dress, makeup, parody, long hair, asian"
495,58056,"Famous Fantastic Mysteries, October 1949",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_194910.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1949-10-00,$0.25,132,pulp,FAMFANMYSOCT1949,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58004"">Aug. 1949</a>&#8592;Oct. 1949&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58016"">Dec. 1949</a><br/>
<!--isfdb specific-->
Vol. 11, No. 1.<br>The editor is not listed but Gnaedinger signs the lead-in to the letters column.",comic book,"comic book, book jacket, dust cover, dust jacket, dust wrapper","art_nouveau, expressionism, surrealism, post_impressionism, renaissance","cover, 1girl, fake cover, retro artstyle, 1boy, cover page, alien, monster, parody, black hair"
496,58016,"Famous Fantastic Mysteries, December 1949",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_194912.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1949-12-00,$0.25,132,pulp,FAMFANMYSDEC1949,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58056"">Oct. 1949</a>&#8592;Dec. 1949&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58025"">Feb. 1950</a><br/>
<!--isfdb specific-->
Vol. 11, No. 2.<br>The editor is not listed but Gnaedinger signs the lead-in to the letters column.<br>Lawrence, Leydenfrost, and Finlay are credited as the interior artists on the table of contents. Finlay signs his work.",comic book,"comic book, book jacket, dust cover, dust jacket, dust wrapper","art_nouveau, post_impressionism, expressionism, romanticism, surrealism","multiple boys, 1girl, retro artstyle, cover, convenient censoring, weapon, nude, dark skin, fire, long hair, english text, smoke, black hair, 1980s \(style\), military, belt"
497,58025,"Famous Fantastic Mysteries, February 1950",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_195002.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1950-02-00,$0.25,132,pulp,FAMFANMYSFEB1950,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58016"">Dec. 1949</a>&#8592;Feb. 1950&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?57996"">Apr. 1950</a><br/>
<!--isfdb specific-->
Vol. 11, No. 3.<br>The editor is not listed but Gnaedinger signs the lead-in to the letters column.",comic book,"book jacket, dust cover, dust jacket, dust wrapper, comic book","expressionism, art_nouveau, post_impressionism, surrealism, renaissance","1girl, cover, retro artstyle, egyptian, jewelry, necklace, realistic, dark skin, breasts, long hair, 1980s \(style\), dark-skinned female, fake cover, nail polish"
498,57996,"Famous Fantastic Mysteries, April 1950",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_195004.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1950-04-00,$0.25,132,pulp,FAMFANMYSAPR1950,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58025"">Feb. 1950</a>&#8592;Apr. 1950&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58039"">Jun. 1950</a><br/>
<!--isfdb specific-->
Vol. 11, No. 4.<br>The editor is not listed but Gnaedinger signs the lead-in to the letters column.",comic book,"comic book, book jacket, dust cover, dust jacket, dust wrapper","art_nouveau, post_impressionism, expressionism, romanticism, surrealism","retro artstyle, cover, multiple boys, 1980s \(style\), dress, realistic, nude, cover page, parody, 1girl, mushroom"
499,58039,"Famous Fantastic Mysteries, June 1950",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_195006.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1950-06-00,$0.25,132,pulp,FAMFANMYSJUN1950,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?57996"">Apr. 1950</a>&#8592;Jun. 1950&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58005"">Aug. 1950</a><br/>
<!--isfdb specific-->
Vol. 11, No. 5.<br>Lawrence, Finlay, and Bok are credited as the interior artists on the table of contents. Finlay signs his work. Attribution of the other works are based upon the style of the two artists.",comic book,"comic book, book jacket, dust cover, dust jacket, dust wrapper","art_nouveau, expressionism, post_impressionism, surrealism, romanticism","blonde hair, 1girl, cover, dress, manga cover, retro artstyle, english text, fake cover, 1boy, breasts, cover page, western comics \(style\), makeup, lipstick, realistic, fire, blue eyes, arms up"
500,58005,"Famous Fantastic Mysteries, August 1950",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_195008.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1950-08-00,$0.25,132,pulp,FAMFANMYSAUG1950,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58039"">Jun. 1950</a>&#8592;Aug. 1950&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58057"">Oct. 1950</a><br/>
<!--isfdb specific-->
Vol. 11, No. 6.<br>The editor is not listed but Gnaedinger signs the lead-in to the letters column.<br>Lawrence and Finlay are credited as the interior artists on the table of contents. Finlay signs his work and Lawrence is presumed to be responsible for the other work.",comic book,"comic book, book jacket, dust cover, dust jacket, dust wrapper","art_nouveau, renaissance, expressionism, post_impressionism, surrealism","multiple boys, retro artstyle, 1980s \(style\), planet, cover, 1girl, blonde hair, nude, space"
501,58057,"Famous Fantastic Mysteries, October 1950",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_195010.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1950-10-00,$0.25,132,pulp,FAMFANMYSOCT1950,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58005"">Aug. 1950</a>&#8592;Oct. 1950&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58028"">Jan. 1951</a><br/>
<!--isfdb specific-->
Vol. 12, No. 1.<br>The editor is not listed but Gnaedinger signs the lead-in to the letters column.<br>Lawrence, Fawcette, and Finlay are credited as the interior artists on the table of contents. The last two sign their work and Lawrence is presumed to be responsible for the other work.",comic book,"comic book, book jacket, dust cover, dust jacket, dust wrapper","expressionism, art_nouveau, post_impressionism, surrealism","1girl, water, cover, fake cover, waterfall, closed eyes, fire, bikini, blonde hair, swimsuit, arms up, arms behind head, retro artstyle, cover page, breasts, claws"
502,58028,"Famous Fantastic Mysteries, January 1951",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_195101.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1951-01-00,$0.25,112,pulp,FAMFANMYSJAN1951,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58057"">Oct. 1950</a>&#8592;Jan. 1951&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58045"">Mar. 1951</a><br/>
<!--isfdb specific-->
Vol. 12, No. 2.<br>""In the Next Issue"" is signed ""Mary Gnaedinger, Editor"".<br>There is no interior artwork.<br>The cover artist is uncertain. Strauss credits Bud Parker while Contento credits Saunders. Robert Weinberg in <i>Art of Imagination</i> credits it to Steele Savage.","book jacket, dust cover, dust jacket, dust wrapper, comic book","book jacket, dust cover, dust jacket, dust wrapper, comic book","art_nouveau, post_impressionism, expressionism, surrealism, impressionism","jewelry, 1girl, earrings, black hair, knife, necklace, breasts, dress, holding, makeup, bracelet, holding knife, hoop earrings, dagger, cleavage, medium breasts, cover, red lips, weapon, white dress, lipstick, armlet, realistic, black eyes"
503,58046,"Famous Fantastic Mysteries, May 1951",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_195105.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1951-05-00,$0.25,116,pulp,FAMFANMYSMAY1951,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58045"">Mar. 1951</a>&#8592;May 1951&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58030"">Jul. 1951</a><br/>
<!--isfdb specific-->
Vol. 12, No. 4.<br>""In the Next Issue"" is signed ""Mary Gnaedinger, Editor"".<br>The cover artist is not listed but Ashley, Contento, and Strauss credit Lawrence.<br>The interior art for ""Lukundoo"" is probably by Lawrence.","book jacket, dust cover, dust jacket, dust wrapper, comic book","comic book, book jacket, dust cover, dust jacket, dust wrapper","art_nouveau, expressionism, surrealism, post_impressionism, renaissance","1girl, solo, horror \(theme\), cover, realistic, knife, retro artstyle, weapon, parody, lipstick, claws, makeup, english text"
504,58030,"Famous Fantastic Mysteries, July 1951",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_195107.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1951-07-00,$0.25,116,pulp,FAMFANMYSJUL1951,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58046"">May 1951</a>&#8592;Jul. 1951&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58058"">Oct. 1951</a><br/>
<!--isfdb specific-->
Vol. 12, No. 5.<br>The editor is not listed but Gnaedinger signs the lead-in to the letters column.<br>Lawrence and Finlay are credited as the interior artists on the table of contents. Finlay signs his work and Lawrence is presumed to be responsible for the other work.","book jacket, dust cover, dust jacket, dust wrapper, comic book","comic book, book jacket, dust cover, dust jacket, dust wrapper","surrealism, art_nouveau, expressionism, post_impressionism","1girl, blonde hair, lying, retro artstyle, cover, 1980s \(style\), on side, sky, solo, star \(sky\)"
505,58058,"Famous Fantastic Mysteries, October 1951",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_195110.jpg,Mary Gnaedinger,"Popular Publications, Inc.",1951-10-00,$0.25,116,pulp,FAMFANMYSOCT1951,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58030"">Jul. 1951</a>&#8592;Oct. 1951&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58017"">Dec. 1951</a><br/>
<!--isfdb specific-->
Vol. 12, No. 6.<br>The editor is not listed but Gnaedinger signs the lead-in to the letters column.<br>Lawrence and Finlay are credited as the interior artists on the table of contents. Finlay signs his work and Lawrence is presumed to be responsible for the other work.",comic book,"packet, comic book, book jacket, dust cover, dust jacket, dust wrapper","art_nouveau, surrealism, expressionism, post_impressionism, romanticism","multiple boys, multiple girls, english text, 6+boys"
506,58017,"Famous Fantastic Mysteries, December 1951",https://isfdb.org/wiki/images/7/7c/FAMFANMYSDEC1951.jpg,Mary Gnaedinger,"Popular Publications, Inc.",1951-12-00,$0.25,116,pulp,FAMFANMYSDEC1951,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58058"">Oct. 1951</a>&#8592;Dec. 1951&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58026"">Feb. 1952</a><br/>
<!--isfdb specific-->
Vol. 13, No. 1.<br>The editor is not listed but Gnaedinger signs the lead-in to the letters column.<br>Lawrence, Bok, Fawcette, and Finlay are credited as the interior artists on the table of contents. The last three sign their work and Lawrence is presumed to be responsible for the other work.","comic book, book jacket, dust cover, dust jacket, dust wrapper","book jacket, dust cover, dust jacket, dust wrapper, comic book","art_nouveau, expressionism, post_impressionism, surrealism, renaissance","1girl, jewelry, retro artstyle, cover, multiple boys, barefoot, breasts, bracelet, realistic, underboob, bald, 1980s \(style\), sitting, earrings"
507,58026,"Famous Fantastic Mysteries, February 1952",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_195202.jpg,Mary Gnaedinger,"Popular Publications, Inc.",1952-02-00,$0.25,116,pulp,FAMFANMYSFEB1952,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58017"">Dec. 1951</a>&#8592;Feb. 1952&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?57997"">Apr. 1952</a><br/>
<!--isfdb specific-->
Vol. 13, No. 2.<br>The editor is not listed but Gnaedinger signs the lead-in to the letters column.<br>Lawrence and Finlay are credited as the interior artists on the table of contents. Finlay signs his work and Lawrence is presumed to be responsible for the other work.","book jacket, dust cover, dust jacket, dust wrapper, comic book, mask, cloak","book jacket, dust cover, dust jacket, dust wrapper, comic book","art_nouveau, expressionism, post_impressionism, surrealism, renaissance","retro artstyle, 1boy, fairy, facial hair, cover, wings, multiple boys, beard, flying, 2boys, skull, mountain, 1girl, hood"
508,57997,"Famous Fantastic Mysteries, April 1952",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_195204.jpg,Mary Gnaedinger,"Popular Publications, Inc.",1952-04-00,$0.25,116,pulp,FAMFANMYSAPR1952,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58026"">Feb. 1952</a>&#8592;Apr. 1952&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58040"">Jun. 1952</a><br/>
<!--isfdb specific-->
Vol. 13, No. 3.<br>The editor is not listed but Gnaedinger signs the lead-in to the letters column.<br>Lawrence and Finlay are credited as the interior artists on the table of contents. Finlay signs his work and Lawrence is presumed to be responsible for the other work.",comic book,"comic book, book jacket, dust cover, dust jacket, dust wrapper","expressionism, surrealism, art_nouveau, post_impressionism, renaissance","multiple boys, cover, watercraft, uniform, boat, military, realistic, cover page, male focus, english text, water, military uniform, hat, parody"
509,58040,"Famous Fantastic Mysteries Combined with Fantastic Novels Magazine, June 1952",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_195206.jpg,Mary Gnaedinger,"Popular Publications, Inc.",1952-06-00,$0.25,116,pulp,FAMFANMYSJUN1952,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?57997"">Apr. 1952</a>&#8592;Jun. 1952&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?57984"">Aug. 1952</a><br/>
<!--isfdb specific-->
Vol. 13, No. 4.<br>""Famous Fantastic Mysteries Combined with Fantastic Novels Magazine"" at the top of the table of contents - ""Famous Fantastic Mysteries"" on the cover and spine.<br>The editor is not listed but Gnaedinger signs the lead-in to the letters column.<br>Bok, Lawrence, and Finlay are credited as the interior artists on the table of contents. The illustration on page 57 is not signed and actually looks like the work of Lawrence even though Finlay's signed work also illustrates the same story.<br>Lawrence is presumed to be responsible for the other unsigned work with the exception of the illustration credited to Bok; it is the only one that is in his style.","comic book, book jacket, dust cover, dust jacket, dust wrapper","comic book, book jacket, dust cover, dust jacket, dust wrapper","expressionism, art_nouveau, surrealism, post_impressionism","1girl, multiple boys, 2boys, retro artstyle, cover, beard, weapon, brown hair, breasts, brown eyes, facial hair, dress, jewelry, helmet, necklace"
510,57984,"Famous Fantastic Mysteries Combined with Fantastic Novels Magazine, August 1952",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_195208.jpg,Mary Gnaedinger,"Popular Publications, Inc.",1952-08-00,$0.25,116,pulp,FAMFANMYSAUG1952,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58040"">Jun. 1952</a>&#8592;Aug. 1952&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?57988"">Oct. 1952</a><br/>
<!--isfdb specific-->
Vol. 13, No. 5.<br>""Famous Fantastic Mysteries Combined with Fantastic Novels Magazine"" at the top of the table of contents but ""Famous Fantastic Mysteries"" in the publishing data at the bottom.<br>The editor is not listed but Gnaedinger signs the lead-in to the letters column.<br>Lawrence and Finlay are credited as the interior artists on the table of contents. Finlay signs his work and Lawrence is presumed to be responsible for the other work.","book jacket, dust cover, dust jacket, dust wrapper","book jacket, dust cover, dust jacket, dust wrapper, comic book","art_nouveau, post_impressionism, expressionism, impressionism, romanticism","1girl, cover, dress, wolf, fake cover, skull, black hair, cover page, retro artstyle, pink dress, bone, breasts, english text"
511,57988,"Famous Fantastic Mysteries Combined with Fantastic Novels Magazine, October 1952",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_195210.jpg,Mary Gnaedinger,"Popular Publications, Inc.",1952-10-00,$0.25,116,pulp,FAMFANMYSOCT1952,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?57984"">Aug. 1952</a>&#8592;Oct. 1952&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?57985"">Dec. 1952</a><br/>
<!--isfdb specific-->
Vol. 13, No. 6.<br>""Famous Fantastic Mysteries Combined with Fantastic Novels Magazine"" at the top of the table of contents - ""Famous Fantastic Mysteries"" on the cover and spine.<br>Lawrence and Finlay are credited as the interior artists on the table of contents. Finlay signs his work and Lawrence is presumed to be responsible for the other work.","book jacket, dust cover, dust jacket, dust wrapper","book jacket, dust cover, dust jacket, dust wrapper, comic book","art_nouveau, expressionism, post_impressionism, surrealism, renaissance","1girl, jewelry, fake cover, blue eyes, cover, orange hair, cat, earrings, lipstick, makeup, red lips, magazine cover, copyright name, nail polish, solo"
