Record,Title,Cover Image Link,Author,Publisher,Date,Price,Pages,Binding,Tag,Publication Type,Note
57997,"Famous Fantastic Mysteries, April 1952",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_195204.jpg,Mary Gnaedinger,"Popular Publications, Inc.",1952-04-00,$0.25,116,pulp,FAMFANMYSAPR1952,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58026"">Feb. 1952</a>&#8592;Apr. 1952&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58040"">Jun. 1952</a><br/>
<!--isfdb specific-->
Vol. 13, No. 3.<br>The editor is not listed but Gnaedinger signs the lead-in to the letters column.<br>Lawrence and Finlay are credited as the interior artists on the table of contents. Finlay signs his work and Lawrence is presumed to be responsible for the other work."
58040,"Famous Fantastic Mysteries Combined with Fantastic Novels Magazine, June 1952",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_195206.jpg,Mary Gnaedinger,"Popular Publications, Inc.",1952-06-00,$0.25,116,pulp,FAMFANMYSJUN1952,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?57997"">Apr. 1952</a>&#8592;Jun. 1952&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?57984"">Aug. 1952</a><br/>
<!--isfdb specific-->
Vol. 13, No. 4.<br>""Famous Fantastic Mysteries Combined with Fantastic Novels Magazine"" at the top of the table of contents - ""Famous Fantastic Mysteries"" on the cover and spine.<br>The editor is not listed but Gnaedinger signs the lead-in to the letters column.<br>Bok, Lawrence, and Finlay are credited as the interior artists on the table of contents. The illustration on page 57 is not signed and actually looks like the work of Lawrence even though Finlay's signed work also illustrates the same story.<br>Lawrence is presumed to be responsible for the other unsigned work with the exception of the illustration credited to Bok; it is the only one that is in his style."
57984,"Famous Fantastic Mysteries Combined with Fantastic Novels Magazine, August 1952",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_195208.jpg,Mary Gnaedinger,"Popular Publications, Inc.",1952-08-00,$0.25,116,pulp,FAMFANMYSAUG1952,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58040"">Jun. 1952</a>&#8592;Aug. 1952&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?57988"">Oct. 1952</a><br/>
<!--isfdb specific-->
Vol. 13, No. 5.<br>""Famous Fantastic Mysteries Combined with Fantastic Novels Magazine"" at the top of the table of contents but ""Famous Fantastic Mysteries"" in the publishing data at the bottom.<br>The editor is not listed but Gnaedinger signs the lead-in to the letters column.<br>Lawrence and Finlay are credited as the interior artists on the table of contents. Finlay signs his work and Lawrence is presumed to be responsible for the other work."
57988,"Famous Fantastic Mysteries Combined with Fantastic Novels Magazine, October 1952",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_195210.jpg,Mary Gnaedinger,"Popular Publications, Inc.",1952-10-00,$0.25,116,pulp,FAMFANMYSOCT1952,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?57984"">Aug. 1952</a>&#8592;Oct. 1952&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?57985"">Dec. 1952</a><br/>
<!--isfdb specific-->
Vol. 13, No. 6.<br>""Famous Fantastic Mysteries Combined with Fantastic Novels Magazine"" at the top of the table of contents - ""Famous Fantastic Mysteries"" on the cover and spine.<br>Lawrence and Finlay are credited as the interior artists on the table of contents. Finlay signs his work and Lawrence is presumed to be responsible for the other work."
57985,"Famous Fantastic Mysteries Combined with Fantastic Novels Magazine, December 1952",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_195212.jpg,Mary Gnaedinger,"Popular Publications, Inc.",1952-12-00,$0.25,116,pulp,FAMFANMYSDEC1952,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?57988"">Oct. 1952</a>&#8592;Dec. 1952&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?57986"">Feb. 1953</a><br/>
<!--isfdb specific-->
Vol. 14, No. 1.<br>""Famous Fantastic Mysteries Combined with Fantastic Novels Magazine"" at the top of the table of contents - ""Famous Fantastic Mysteries"" on the cover and spine.<br>Bok, Lawrence and Finlay are credited as the interior artists on the table of contents. Finlay and Bok sign their work and Lawrence is presumed to be responsible for the other work."
57986,"Famous Fantastic Mysteries Combined with Fantastic Novels Magazine, February 1953",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_195302.jpg,Mary Gnaedinger,"Popular Publications, Inc.",1953-02-00,$0.25,116,pulp,FAMFANMYSFEB1953,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?57985"">Dec. 1952</a>&#8592;Feb. 1953&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?57983"">Apr. 1953</a><br/>
<!--isfdb specific-->
Vol. 14, No. 2.<br>""Famous Fantastic Mysteries Combined with Fantastic Novels Magazine"" at the top of the table of contents - ""Famous Fantastic Mysteries"" on the cover and spine.<br>Lawrence and Finlay are credited as the interior artists on the table of contents. Finlay signs his work and Lawrence is presumed to be responsible for the other work."
57983,"Famous Fantastic Mysteries Combined with Fantastic Novels Magazine, April 1953",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_195304.jpg,Mary Gnaedinger,"Popular Publications, Inc.",1953-04-00,$0.25,116,pulp,FAMFANMYSAPR1953,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?57986"">Feb. 1953</a>&#8592;Apr. 1953&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?57987"">Jun. 1953</a><br/>
<!--isfdb specific-->
<ul>
<li>Vol. 14, No. 3.
<li>The date at the top of the Table of Contents incorrectly says ""April, 1943"", but the spine has ""April, 1953"". Other places, such as the ""The Readers Viewpoint"" clearly show that this is a 1953 issue.
<li>""Famous Fantastic Mysteries Combined with Fantastic Novels Magazine"" at the top of the table of contents - ""Famous Fantastic Mysteries"" on the cover and spine.
<li>Bok, Lawrence and Finlay are credited as the interior artists on the table of contents. Finlay and Bok sign their work and Lawrence is presumed to be responsible for the other work.
</ul>"
57987,"Famous Fantastic Mysteries Combined with Fantastic Novels Magazine, June 1953",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_195306.jpg,Mary Gnaedinger,"Popular Publications, Inc.",1953-06-00,$0.25,116,pulp,FAMFANMYSJUN1953,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?57983"">Apr. 1953</a>&#8592;Jun. 1953</a><br/>
<!--isfdb specific-->
Vol. 14, No. 4.<br>""Famous Fantastic Mysteries Combined with Fantastic Novels Magazine"" at the top of the table of contents - ""Famous Fantastic Mysteries"" on the cover and spine.<br>Lawrence and Finlay are credited as the interior artists on the table of contents. Finlay signs his work and Lawrence is presumed to be responsible for the other work."
265156,"Fantastic Novels, July 1940",http://www.philsp.com/data/images/f/fantastic_novels_194007_v1_n1.jpg,Mary Gnaedinger,The Frank A. Munsey Company,1940-07-00,$0.20,148,pulp,FNTSTCTNVL1940,MAGAZINE,"<!--isfdb specific-->Jul 1940</a>&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?265157"">Sep 1940</a><br/><!--isfdb specific-->
Vol. 1, No. 1.
The editor is not listed but Ashley credits Gnaedinger.
The cover artist is not listed but Day, Ashley, and Contento credit Finlay.
Interior art credits based on signatures."
265157,"Fantastic Novels, September 1940",http://www.philsp.com/data/images/f/fantastic_novels_194009.jpg,Mary Gnaedinger,The Frank A. Munsey Company,1940-09-00,$0.20,148,pulp,FNTSTCNVLS1940,MAGAZINE,"<!--isfdb specific--><a href=""http://www.isfdb.org/cgi-bin/pl.cgi?265156"">Jul 1940</a>&#8592;Sep 1940</a>&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?265158"">Nov 1940</a><br/><!--isfdb specific-->
Vol. 1, No. 2.<br>The editor is not listed but Ashley credits Gnaedinger.<br>The cover artist is not listed but Day, Ashley, and Contento credit Paul.<br>Interior art credits based on signatures. ""The People of the Golden Atom"" is listed as ""People of the Golden Atom"" on the cover."
265158,"Fantastic Novels Magazine, November 1940",http://www.philsp.com/data/images/f/fantastic_novels_194011.jpg,Mary Gnaedinger,The Frank A. Munsey Company,1940-11-00,$0.10,132,pulp,FNTSTCNVLB1940,MAGAZINE,"<!--isfdb specific--><a href=""http://www.isfdb.org/cgi-bin/pl.cgi?265157"">Sep 1940</a>&#8592;Nov 1940</a>&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?265248"">Jan 1941</a><br/><!--isfdb specific-->
Vol. 1, No. 3.<br>Canadian price C$0.12 also on cover.<br>The editor is not listed but Ashley credits Gnaedinger.<br>Cover and interior art credits based on signatures. <br>""Song of Nimir"" is dedicated to A. Merritt.<br>
Cover match with artist attribution (Virgil Finlay) in Randy Broecker's ""Fantasy of the 20th Century"" on pg. 93. Also, Jane Frank's ""Science Fiction and Fantasy Artists of the Twentieth Century: A Biographical Dictionary"" on pg. 211 lt. col. center.<br>
Signed by Virgil Finlay in lower left-hand corner."
265248,"Fantastic Novels Magazine, January 1941",http://www.philsp.com/data/images/f/fantastic_novels_194101.jpg,Mary Gnaedinger,The Frank A. Munsey Company,1941-01-00,$0.10,132,pulp,FNTSTCNVLS1941,MAGAZINE,"<!--isfdb specific--><a href=""http://www.isfdb.org/cgi-bin/pl.cgi?265158"">Nov 1940</a>&#8592;Jan 1941</a>&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?265258"">Apr 1941</a><br/><!--isfdb specific-->
Vol. 1, No. 4.
Canadian price $0.12 also on cover.
The editor is not listed but Ashley credits Gnaedinger.
Cover and interior art credits based on signatures.
""The Radio Beasts"" is listed as ""Radio Beasts"" on the cover.
""The People of the Pit"" is listed as ""People of the Pit"" on the cover."
265258,"Fantastic Novels Magazine, April 1941",http://www.philsp.com/data/images/f/fantastic_novels_194104.jpg,Mary Gnaedinger,The Frank A. Munsey Company,1941-04-00,$0.10,116,pulp,FNTSTCNVLB1941,MAGAZINE,"<!--isfdb specific--><a href=""http://www.isfdb.org/cgi-bin/pl.cgi?265248"">Jan 1941</a>&#8592;Apr 1941</a>&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?265265"">Mar 1948</a><br/><!--isfdb specific-->
Vol. 1, No. 5.<br>Canadian price $0.12 also on cover.<br>The editor is not listed but Ashley credits Gnaedinger.<br>Cover and interior art credits based on signatures.<br>The ""Important Announcement!"" is that the magazine will be combined with ""Famous Fantastic Mysteries"".<br>According to Mary Gnaedinger in the January 1950 issue of ""Fantastic Novels"", A. Merrit modified ""The Dwellers in the Mirage"" for it's 1941 appearance in ""Fantastic Novels"" by replacing the ""happy"" ending dictated by the initial publisher with the more ambiguous ending he originally intended."
265265,"Fantastic Novels Magazine, March 1948",http://www.philsp.com/data/images/f/fantastic_novels_194803.jpg,Mary Gnaedinger,"New Publications, Inc.",1948-03-00,$0.25,132,pulp,FNTSTCNVLS1948,MAGAZINE,"<!--isfdb specific--><a href=""http://www.isfdb.org/cgi-bin/pl.cgi?265258"">Apr 1941</a>&#8592;Mar 1948</a>&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?265328"">May 1948</a><br/><!--isfdb specific-->
Vol. 1, No. 6.<br>The editor is not listed but Gnaedinger signs the editorial.<br>Interior art credits based on signatures.<br>Finlay and Lawrence are credited as the interior artists on the table of contents. Since Finlay signs the work for ""The Ship of Ishtar"" it is presumed that Lawrence is the artist for ""The Middle Bedroom"".<br>
""The Ship of Ishtar"" is about 90,000 words in length. The Project Gutenberg Australia version is about 72,000 words in length. The Avon #S-229 edition is about 80,000 words in length."
265328,"Fantastic Novels Magazine, May 1948",http://www.philsp.com/data/images/f/fantastic_novels_194805.jpg,Mary Gnaedinger,"New Publications, Inc.",1948-05-00,$0.25,132,pulp,FNTSTCNVLD1948,MAGAZINE,"<!--isfdb specific--><a href=""http://www.isfdb.org/cgi-bin/pl.cgi?265265"">Mar 1948</a>&#8592;May 1948</a>&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?265325"">Jul 1948</a><br/><!--isfdb specific-->
Vol. 2, No. 1.<br>The editor is not listed but Ashley credits Gnaedinger."
265325,"Fantastic Novels Magazine, July 1948",http://www.philsp.com/data/images/f/fantastic_novels_194807.jpg,Mary Gnaedinger,"New Publications, Inc.",1948-07-00,$0.25,132,pulp,FNTSTCNVLC1948,MAGAZINE,"<!--isfdb specific--><a href=""http://www.isfdb.org/cgi-bin/pl.cgi?265328"">May 1948</a>&#8592;Jul 1948</a>&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?265331"">Sep 1948</a><br/><!--isfdb specific-->
Vol. 2, No. 2.<br>The editor is not listed but Ashley credits Gnaedinger."
265331,"Fantastic Novels Magazine, September 1948",https://www.isfdb.org/wiki/images/5/58/FNTSTCNVLF1948.jpg,Mary Gnaedinger,"New Publications, Inc.",1948-09-00,$0.25,132,pulp,FNTSTCNVLF1948,MAGAZINE,"<!--isfdb specific--><a href=""http://www.isfdb.org/cgi-bin/pl.cgi?265325"">Jul 1948</a>&#8592;Sep 1948</a>&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?265321"">Nov 1948</a><br/><!--isfdb specific-->
Vol. 2, No. 3.<br>The editor is not listed but Ashley credits Gnaedinger."
265321,"Fantastic Novels Magazine, November 1948",http://www.philsp.com/data/images/f/fantastic_novels_194811.jpg,Mary Gnaedinger,"New Publications, Inc.",1948-11-00,$0.25,132,pulp,FNTSTCNVLB1948,MAGAZINE,"<!--isfdb specific--><a href=""http://www.isfdb.org/cgi-bin/pl.cgi?265331"">Sep 1948</a>&#8592;Nov 1948</a>&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?265335"">Jan 1949</a><br/><!--isfdb specific-->
Vol. 2, No. 4.<br>Finlay and Lawrence are credited as the interior artists on the table of contents. Finlay signs the work for ""The Mad Planet"" and Lawrence is presumed to be responsible for the other works.<br>The editor is not listed but Ashley credits Gnaedinger.<br>The Day letter contains no significant bibliographic data."
265335,"Fantastic Novels Magazine, January 1949",http://www.philsp.com/data/images/f/fantastic_novels_194901.jpg,Mary Gnaedinger,"New Publications, Inc.",1949-01-00,$0.25,132,pulp,FNTSTCNVLG1949,MAGAZINE,"Vol. 2, No. 5.<br>The editor is not listed but Ashley credits Gnaedinger."
265324,"Fantastic Novels Magazine, March 1949",http://www.philsp.com/data/images/f/fantastic_novels_194903.jpg,Mary Gnaedinger,"New Publications, Inc.",1949-03-00,$0.25,132,pulp,FNTSTCNVLC1949,MAGAZINE,"Vol. 2, No. 6.<br>The editor is not listed but Ashley credits Gnaedinger."
265326,"Fantastic Novels Magazine, May 1949",https://isfdb.org/wiki/images/3/37/FNTSTCNVLD1949.jpg,Mary Gnaedinger,"New Publications, Inc.",1949-05-00,$0.25,132,pulp,FNTSTCNVLD1949,MAGAZINE,"Vol. 3, No. 1.<br>The editor is not listed but Gnaedinger signs the lead-in to the letters column.<br>Finlay and Lawrence are credited as the interior artists on the table of contents. Finlay signs the work for ""The Red Dust"" and Lawrence is presumed to be responsible for the other works."
265322,"Fantastic Novels Magazine, July 1949",http://www.philsp.com/data/images/f/fantastic_novels_194907.jpg,Mary Gnaedinger,"New Publications, Inc.",1949-07-00,$0.25,132,pulp,FNTSTCNVLS1949,MAGAZINE,"Vol. 3, No. 2.
The editor is not listed but Gnaedinger signs the lead-in to the letters column.
Finlay and Lawrence are credited as the interior artists on the table of contents. Finlay signs the work for two stories and Lawrence is presumed to be responsible for the other work."
265332,"Fantastic Novels Magazine, September 1949",http://www.philsp.com/data/images/f/fantastic_novels_194909.jpg,Mary Gnaedinger,"New Publications, Inc.",1949-09-00,$0.25,132,pulp,FNTSTCNVLF1949,MAGAZINE,"Vol. 3, No. 3.<br>The editor is not listed but Gnaedinger signs the lead-in to the letters column.
Finlay and Lawrence are credited as the interior artists on the table of contents. Finlay signs the work for ""The Dwellers in the Mirage"" and Lawrence is presumed to be responsible for the other work.<br>According to Mary Gnaedinger in the January 1950 issue of ""Fantastic Novels"", A. Merrit modified ""The Dwellers in the Mirage"" for it's 1941 appearance in ""Fantastic Novels"" by replacing the ""happy"" ending dictated by the initial publisher with the more ambiguous ending he originally intended."
265353,"Fantastic Novels Magazine, January 1950",http://www.philsp.com/data/images/f/fantastic_novels_195001.jpg,Mary Gnaedinger,"New Publications, Inc.",1950-01-00,$0.25,132,pulp,FNTSTCNVLF1950,MAGAZINE,"Vol. 3, no. 5.<br>The editor is not listed but Gnaedinger signs the lead-in to the letters column."
265329,"Fantastic Novels Magazine, March 1950",http://www.philsp.com/data/images/f/fantastic_novels_195003.jpg,Mary Gnaedinger,"New Publications, Inc.",1950-03-00,$0.25,132,pulp,FNTSTCNVLB1950,MAGAZINE,"Vol. 3, No. 6.<br>The editor is not listed but Gnaedinger signs the lead-in to the letters column.<br>Finlay and Leydenfrost are credited as the interior artists on the table of contents. Finlay signs the work for ""The Man Who Mastered Time"" and Leydenfrost is presumed to be responsible for the other works."
265336,"Fantastic Novels Magazine, May 1950",http://www.philsp.com/data/images/f/fantastic_novels_195005.jpg,Mary Gnaedinger,"New Publications, Inc.",1950-05-00,$0.25,132,pulp,FNTSTCNVLD1950,MAGAZINE,"Vol. 4, No. 1.<br>The editor is not listed but Gnaedinger signs the lead-in to the letters column.<br>Finlay, Poulton, Paul and Lawrence are credited as the interior artists on the table of contents. The first three sign their works and it is assumed that Lawrence is responsible for the unsigned illustrations."
265320,"Fantastic Novels Magazine, November 1950",http://www.philsp.com/data/images/f/fantastic_novels_195011.jpg,Mary Gnaedinger,"New Publications, Inc.",1950-11-00,$0.25,132,pulp,FNTSTCNVLS1950,MAGAZINE,"Vol. 4, No. 4.<br>The editor is not listed but Gnaedinger signs the lead-in to the letters column."
265346,"Fantastic Novels Magazine, January 1951",http://www.philsp.com/data/images/f/fantastic_novels_195101.jpg,Mary Gnaedinger,"New Publications, Inc.",1951-01-00,$0.25,132,pulp,FNTSTCNVLB1951,MAGAZINE,"Vol. 4, No. 5.
The editor is not listed but Gnaedinger signs the lead-in to the letters column.
Finlay, Bok, and Lawrence are credited as the interior artists on the table of contents. Finlay and Bok sign thier illustrations and Lawrence is presumed to be responsible for the other illustrations."
265347,"Fantastic Novels Magazine, April 1951",http://www.philsp.com/data/images/f/fantastic_novels_195104.jpg,Mary Gnaedinger,"New Publications, Inc.",1951-04-00,$0.25,116,pulp,FNTSTCNVLC1951,MAGAZINE,"Vol. 4, No. 6.<br>The editor is not listed but Gnaedinger signs the lead-in to the letters column."
265344,"Fantastic Novels Magazine, June 1951",http://www.philsp.com/data/images/f/fantastic_novels_195106.jpg,Mary Gnaedinger,"New Publications, Inc.",1951-06-00,$0.25,116,pulp,FNTSTCNVLS1951,MAGAZINE,"Vol. 5, No. 1.<br>The editor is not listed but Gnaedinger signs the lead-in to the letters column.<br>A substantial portion of ""The Shadowy Third"" is continued on page 102.<br> Finlay, Lawrence, Bok are credited as interior artists on the table of contents. Finlay signs his work and Bok signs two of his pieces. The illustration for ""Spawn of the Comet"" is clearly the work of Lawrence while the artwork for ""The Song of the Sirens"" has been reprinted and credited to Bok in ""Hannes Bok: A Life in Illustration""."
